# version=PROB-62-v1.0.0
# fields=id|category|name|speeds|N|A|B|safeA|firstA|safeB|firstB|fullQ2A|fullQ3A|fullQ2B|fullQ3B|robH_A|robQ2A|robQ3A|robH_B|robQ2B|robQ3B|sliceBest|sliceDeficits|affineMargin|affineH|affinePairs|affineUnion|residual
007267|box_n6_H12|b000331|1,3,7,10,11,12|7|11|12|8|17|10|18|-40|6|-20|2|48,60,28,10|8|6|52,56,16,2|16|10|-2|-2,-3,-3,-3,-3,-2|4|160|4|0|1
007268|box_n6_H12|b000332|1,3,8,9,10,11|7|10|11|12|10|16|11|-16|10|-8|8|44,52,28,10|24|10|48,50,20,2|32|16|-1|-1,-2,-2,-2,-2,-1|6|0|6|0|0
007269|box_n6_H12|b000333|1,3,8,9,10,12|7|10|12|12|10|16|12|-12|10|4|8|44,50,26,10|28|10|52,52,18,2|36|16|2|-2,2,-3,-3,2,-2|12|210|12|0|0
007270|box_n6_H12|b000334|1,3,8,9,11,12|7|11|12|14|11|16|12|-20|12|4|8|48,56,30,10|28|12|52,52,18,2|36|16|0|-1,0,-3,-3,0,-1|6|0|6|0|0
007271|box_n6_H12|b000335|1,3,8,10,11,12|7|11|12|14|11|16|12|-28|12|-2|8|48,58,30,8|20|12|52,52,16,0|32|16|-1|-1,-1,-3,-3,-1,-1|6|0|6|0|0
007272|box_n6_H12|b000336|1,3,9,10,11,12|7|11|12|10|11|14|12|-28|8|-12|6|48,60,30,10|12|8|52,56,20,2|24|14|-2|-2,-4,-2,-2,-4,-2|6|0|6|0|0
007273|box_n6_H12|b000337|1,4,5,6,7,8|7|7|8|4|15|4|20|-30|2|-10|-4|30,36,16,8|8|2|30,30,4,0|8|4|0|-1,0,-2,-2,0,-1|3|132|4|1|1
007274|box_n6_H12|b000338|1,4,5,6,7,9|7|7|9|4|15|4|23|-30|2|-22|-4|30,36,16,8|8|2|36,38,6,0|4|4|-1|-1,-1,-2,-2,-1,-1|2|55|5|3|1
007275|box_n6_H12|b000339|1,4,5,6,7,10|7|7|10|4|18|6|25|-30|2|-12|-2|30,36,16,8|8|2|42,42,6,0|12|6|2|-4,-1,2,2,-1,-4|3|185|4|1|1
007276|box_n6_H12|b000340|1,4,5,6,7,11|7|7|11|2|15|0|-1|-34|0|-44|-8|30,38,16,8|0|0|48,58,12,2|-16|0|-2|-2,-3,-4,-4,-3,-2|1|38|4|3|1
007277|box_n6_H12|b000341|1,4,5,6,7,12|7|7|12|6|15|10|26|-26|4|6|2|30,34,16,8|16|4|54,54,12,2|24|10|3|-3,-2,3,3,-2,-3|4|110|4|0|1
007278|box_n6_H12|b000342|1,4,5,6,8,9|7|8|9|12|8|10|9|12|10|6|2|36,34,16,8|40|10|40,34,4,0|32|10|3|0,3,1,1,3,0|6|0|6|0|0
007279|box_n6_H12|b000343|1,4,5,6,8,10|7|8|10|12|8|12|10|12|10|10|4|36,34,16,8|40|10|44,36,4,0|40|12|5|-2,2,5,5,2,-2|12|140|12|0|0
007280|box_n6_H12|b000344|1,4,5,6,8,11|7|8|11|8|8|10|11|8|6|-20|2|36,36,14,8|28|6|48,46,10,2|28|10|2|-1,0,2,2,0,-1|6|0|6|0|0
007281|box_n6_H12|b000345|1,4,5,6,8,12|7|8|12|14|8|18|12|28|12|32|10|40,36,16,8|48|12|56,46,10,2|60|18|6|-2,3,6,6,3,-2|16|42|24|8|0
007282|box_n6_H12|b000346|1,4,5,6,9,10|7|9|10|10|9|10|10|-6|8|2|2|40,40,16,8|32|8|44,40,6,0|28|10|2|-2,2,2,2,2,-2|6|0|6|0|0
007283|box_n6_H12|b000347|1,4,5,6,9,11|7|9|11|8|9|8|11|-10|6|-24|0|40,42,16,8|24|6|48,48,10,2|20|8|0|-1,0,0,0,0,-1|6|0|6|0|0
007284|box_n6_H12|b000348|1,4,5,6,9,12|7|9|12|12|9|16|12|8|10|22|8|42,38,14,8|44|10|54,46,10,2|52|16|5|-2,3,5,5,3,-2|12|84|18|6|0
007285|box_n6_H12|b000349|1,4,5,6,10,11|7|10|11|6|10|8|11|-14|4|-24|0|44,48,16,8|16|4|48,48,10,2|20|8|1|-1,-2,1,1,-2,-1|6|0|6|0|0
007286|box_n6_H12|b000350|1,4,5,6,10,12|7|10|12|14|10|16|12|-2|12|16|8|44,42,18,8|44|12|52,44,10,2|52|16|8|-4,1,8,8,1,-4|12|210|12|0|0
007287|box_n6_H12|b000351|1,4,5,6,11,12|7|11|12|10|11|12|12|-32|8|8|4|48,52,22,10|28|8|52,48,10,2|36|12|2|-1,-1,2,2,-1,-1|6|0|6|0|0
007288|box_n6_H12|b000352|1,4,5,7,8,9|7|8|9|4|20|6|20|-22|2|-20|-2|36,42,16,8|8|2|40,40,6,0|12|6|0|0,-2,-1,-1,-2,0|3|196|3|0|0
007289|box_n6_H12|b000353|1,4,5,7,8,10|7|8|10|8|18|12|12|-10|6|4|4|36,36,14,8|28|6|44,38,6,0|36|12|4|-3,2,4,4,2,-3|7|138|8|1|0
007290|box_n6_H12|b000354|1,4,5,7,8,11|7|8|11|4|18|10|13|-18|2|-20|2|36,40,14,8|12|2|48,46,10,2|28|10|1|-1,-1,1,1,-1,-1|3|170|3|0|0
007291|box_n6_H12|b000355|1,4,5,7,8,12|7|8|12|6|18|12|26|-2|4|2|4|40,42,14,8|20|4|56,52,10,2|36|12|3|-1,-1,3,3,-1,-1|12|42|24|12|1
007292|box_n6_H12|b000356|1,4,5,7,9,10|7|9|10|8|20|8|12|-28|6|-8|0|40,44,18,8|20|6|44,44,8,0|16|8|0|-1,-1,0,0,-1,-1|4|245|4|0|0
007293|box_n6_H12|b000357|1,4,5,7,9,11|7|9|11|4|20|6|13|-36|2|-28|-2|40,48,18,8|4|2|48,50,10,2|12|6|0|0,-4,-1,-1,-4,0|3|59|3|0|0
007294|box_n6_H12|b000358|1,4,5,7,9,12|7|9|12|8|20|8|26|-22|6|-12|0|42,46,18,8|20|6|54,54,10,2|20|8|0|-1,-1,0,0,-1,-1|5|86|9|4|1
007295|box_n6_H12|b000359|1,4,5,7,10,11|7|10|11|6|22|8|13|-20|4|-28|0|44,50,18,8|12|4|48,50,12,2|16|8|-1|-1,-2,-1,-1,-2,-1|2|37|3|1|0
007296|box_n6_H12|b000360|1,4,5,7,10,12|7|10|12|8|22|12|27|-16|6|-14|4|44,48,18,8|20|6|52,50,12,2|32|12|4|0,-5,4,4,-5,0|5|165|8|3|1
007297|box_n6_H12|b000361|1,4,5,7,11,12|7|11|12|4|24|6|26|-44|2|-22|-2|48,58,22,10|4|2|52,54,10,2|12|6|0|0,-4,-2,-2,-4,0|2|115|3|1|1
007298|box_n6_H12|b000362|1,4,5,8,9,10|7|9|10|14|9|14|10|-4|12|14|6|40,42,22,8|36|12|44,42,12,0|32|14|2|-1,-1,2,2,-1,-1|6|0|6|0|0
007299|box_n6_H12|b000363|1,4,5,8,9,11|7|9|11|14|9|16|11|-8|12|0|8|40,44,24,8|32|12|48,48,18,2|36|16|0|-1,-1,0,0,-1,-1|6|0|6|0|0
007300|box_n6_H12|b000364|1,4,5,8,9,12|7|9|12|14|9|16|12|6|12|14|8|42,42,20,8|40|12|54,52,16,2|40|16|2|-2,2,1,1,2,-2|8|12|15|7|0
007301|box_n6_H12|b000365|1,4,5,8,10,11|7|10|11|14|10|18|11|-2|12|0|10|44,50,26,8|28|12|48,48,20,2|40|18|0|-2,-1,0,0,-1,-2|6|0|6|0|0
007302|box_n6_H12|b000366|1,4,5,8,10,12|7|10|12|14|10|20|12|6|12|12|12|44,46,22,8|36|12|52,48,18,2|52|20|4|-2,-1,4,4,-1,-2|12|210|12|0|0
007303|box_n6_H12|b000367|1,4,5,8,11,12|7|11|12|14|11|18|12|-16|12|8|10|48,56,30,10|28|12|52,50,18,2|44|18|1|1,-2,-2,-2,-2,1|6|0|6|0|0
007304|box_n6_H12|b000368|1,4,5,9,10,11|7|10|11|10|10|12|11|-10|8|-8|4|44,48,20,8|24|8|48,48,16,4|32|12|0|0,-2,0,0,-2,0|6|0|6|0|0
007305|box_n6_H12|b000369|1,4,5,9,10,12|7|10|12|12|10|14|12|-6|10|-2|6|44,46,20,8|32|10|52,50,16,4|40|14|3|-1,-2,3,3,-2,-1|12|210|12|0|0
007306|box_n6_H12|b000370|1,4,5,9,11,12|7|11|12|12|11|12|12|-28|10|-10|4|48,58,32,12|24|10|52,54,18,4|28|12|0|0,-5,-1,-1,-5,0|6|0|6|0|0
007307|box_n6_H12|b000371|1,4,5,10,11,12|7|11|12|10|11|14|12|-32|8|-8|6|48,60,30,10|12|8|52,54,18,2|28|14|0|0,-6,-1,-1,-6,0|6|0|6|0|0
007308|box_n6_H12|b000372|1,4,6,7,8,9|7|8|9|8|11|8|12|-14|6|-6|0|36,40,18,8|20|6|40,38,6,0|20|8|0|-1,0,0,0,0,-1|4|182|4|0|0
007309|box_n6_H12|b000373|1,4,6,7,8,10|7|8|10|6|12|6|15|-18|4|-22|-2|36,42,18,8|12|4|44,44,6,0|12|6|1|-3,-1,1,1,-1,-3|8|20|10|2|1
007310|box_n6_H12|b000374|1,4,6,7,8,11|7|8|11|6|11|6|15|-14|4|-28|-2|36,40,16,8|16|4|48,48,6,0|12|6|2|-2,-2,2,2,-2,-2|3|84|4|1|1
007311|box_n6_H12|b000375|1,4,6,7,8,12|7|8|12|10|11|18|16|6|8|38|10|40,40,16,8|32|8|56,44,6,0|60|18|5|-3,4,5,5,4,-3|16|84|24|8|1
007312|box_n6_H12|b000376|1,4,6,7,9,10|7|9|10|6|23|6|25|-26|4|-30|-2|40,48,20,8|8|4|44,48,10,0|4|6|-1|-3,-2,-1,-1,-2,-3|3|185|3|0|1
007313|box_n6_H12|b000377|1,4,6,7,9,11|7|9|11|6|13|8|15|-26|4|-32|0|40,48,20,8|8|4|48,50,10,0|12|8|-1|-1,-3,-1,-1,-3,-1|3|85|3|0|1
007314|box_n6_H12|b000378|1,4,6,7,9,12|7|9|12|12|12|18|16|-4|10|24|10|42,42,18,8|36|10|54,46,10,0|52|18|4|-3,3,4,4,3,-3|8|24|15|7|1
007315|box_n6_H12|b000379|1,4,6,7,10,11|7|10|11|4|15|2|29|-42|2|-40|-6|44,54,20,8|0|2|48,54,8,0|-8|2|-1|-1,-5,-2,-2,-5,-1|2|55|3|1|1
007316|box_n6_H12|b000380|1,4,6,7,10,12|7|10|12|10|15|12|18|-30|8|10|4|44,48,20,8|24|8|52,48,8,0|32|12|6|-3,-3,6,6,-3,-3|8|30|10|2|1
007317|box_n6_H12|b000381|1,4,6,7,11,12|7|11|12|10|15|12|17|-32|8|10|4|48,50,18,8|28|8|52,48,8,0|32|12|2|-2,1,2,2,1,-2|3|136|3|0|1
007318|box_n6_H12|b000382|1,4,6,8,9,10|7|9|10|8|9|10|10|-2|4|-8|2|40,46,20,8|16|6|44,46,14,2|20|10|1|-3,-2,1,1,-2,-3|6|0|6|0|0
007319|box_n6_H12|b000383|1,4,6,8,9,11|7|9|11|14|9|14|11|2|12|-8|6|40,44,26,10|36|12|48,48,16,2|32|14|0|-2,0,0,0,0,-2|6|0|6|0|0
007320|box_n6_H12|b000384|1,4,6,8,9,12|7|9|12|16|9|22|12|24|12|46|14|42,38,18,8|52|14|54,44,14,2|68|22|6|-4,6,5,5,6,-4|12|12|15|3|0
007321|box_n6_H12|b000385|1,4,6,8,10,11|7|10|11|10|10|10|11|-24|8|-16|0|44,54,28,10|16|8|48,52,14,0|12|10|-1|-2,-4,-1,-1,-4,-2|6|0|6|0|0
007322|box_n6_H12|b000386|1,4,6,8,10,12|7|10|12|14|10|16|12|-8|12|32|6|44,46,24,10|40|12|52,46,10,0|44|16|6|-5,1,6,6,1,-5|12|210|12|0|0
007323|box_n6_H12|b000387|1,4,6,8,11,12|7|11|12|16|11|20|12|-8|12|36|12|48,48,22,8|44|14|52,44,14,2|60|20|3|-1,3,2,2,3,-1|6|0|6|0|0
007324|box_n6_H12|b000388|1,4,6,9,10,11|7|10|11|10|10|10|11|-28|8|-20|2|44,52,24,8|16|8|48,52,14,0|12|10|0|0,-5,-1,-1,-5,0|6|0|6|0|0
007325|box_n6_H12|b000389|1,4,6,9,10,12|7|10|12|12|10|14|12|-16|10|18|6|44,46,20,8|32|10|52,48,10,0|36|14|5|-4,0,5,5,0,-4|12|210|12|0|0
007326|box_n6_H12|b000390|1,4,6,9,11,12|7|11|12|16|11|18|12|-16|14|18|10|48,50,24,8|40|14|52,48,14,0|44|18|3|-2,0,3,3,0,-2|6|0|6|0|0
007327|box_n6_H12|b000391|1,4,6,10,11,12|7|11|12|10|11|12|12|-28|6|8|4|48,52,20,8|24|8|52,48,10,2|36|12|3|-2,-1,3,3,-1,-2|6|0|6|0|0
007328|box_n6_H12|b000392|1,4,7,8,9,10|7|9|10|8|11|8|12|-24|6|-18|0|40,50,26,10|12|6|44,50,16,2|8|8|-1|-2,-5,-1,-1,-5,-2|4|43|4|0|0
007329|box_n6_H12|b000393|1,4,7,8,9,11|7|9|11|8|13|10|13|-24|6|-16|2|40,50,26,10|12|6|48,50,14,2|20|10|-1|-1,-4,-1,-1,-4,-1|4|238|4|0|0
007330|box_n6_H12|b000394|1,4,7,8,9,12|7|9|12|12|12|16|15|-6|10|16|8|42,46,24,10|32|10|54,52,16,2|40|16|2|-3,2,0,0,2,-3|6|94|9|3|1
007331|box_n6_H12|b000395|1,4,7,8,10,11|7|10|11|8|15|8|13|-30|6|-24|0|44,56,28,10|8|6|48,54,16,2|8|8|-2|-2,-4,-3,-3,-4,-2|3|195|3|0|0
007332|box_n6_H12|b000396|1,4,7,8,10,12|7|10|12|10|13|14|15|-22|8|6|6|44,52,26,10|20|8|52,52,16,2|32|14|2|-1,-5,2,2,-5,-1|8|30|10|2|1
007333|box_n6_H12|b000397|1,4,7,8,11,12|7|11|12|10|15|14|17|-24|8|10|6|48,54,24,10|24|8|52,50,14,2|36|14|0|0,0,-2,-2,0,0|3|81|4|1|1
007334|box_n6_H12|b000398|1,4,7,9,10,11|7|10|11|4|22|6|13|-38|2|-32|-2|44,54,20,8|0|2|48,54,12,0|0|6|0|0,-5,-3,-3,-5,0|2|37|3|1|0
007335|box_n6_H12|b000399|1,4,7,9,10,12|7|10|12|10|13|10|15|-34|8|-12|2|44,52,24,8|16|8|52,54,12,0|16|10|1|0,-6,1,1,-6,0|5|135|6|1|1
007336|box_n6_H12|b000400|1,4,7,9,11,12|7|11|12|12|15|10|17|-36|10|-12|2|48,56,26,8|20|10|52,54,12,0|16|10|-1|-1,-3,-1,-1,-3,-1|3|29|4|1|1
007337|box_n6_H12|b000401|1,4,7,10,11,12|7|11|12|4|27|8|18|-48|2|-18|0|48,58,20,8|0|2|52,54,10,0|12|8|-1|-1,-4,-1,-1,-4,-1|2|6|3|1|1
007338|box_n6_H12|b000402|1,4,8,9,10,11|7|10|11|12|10|14|11|-20|10|-4|6|44,54,30,10|20|10|48,52,22,4|28|14|-1|-1,-4,-2,-2,-4,-1|6|0|6|0|0
007339|box_n6_H12|b000403|1,4,8,9,10,12|7|10|12|12|10|14|12|-12|10|10|6|44,50,26,10|28|10|52,52,16,2|32|14|1|-2,-2,1,1,-2,-2|12|210|12|0|0
007340|box_n6_H12|b000404|1,4,8,9,11,12|7|11|12|16|11|18|12|-8|14|14|10|48,54,32,12|40|14|52,50,18,2|44|18|0|0,-1,-1,-1,-1,0|6|0|6|0|0
007341|box_n6_H12|b000405|1,4,8,10,11,12|7|11|12|10|11|16|12|-20|6|8|8|48,56,24,8|16|8|52,50,16,2|40|16|0|0,-2,-1,-1,-2,0|6|0|6|0|0
007342|box_n6_H12|b000406|1,4,9,10,11,12|7|11|12|10|11|10|12|-32|8|-14|2|48,58,28,10|16|8|52,54,14,2|20|10|0|-1,-5,0,0,-5,-1|6|0|6|0|0
007343|box_n6_H12|b000407|1,5,6,7,8,9|7|8|9|4|20|4|29|-34|2|-18|-4|36,44,18,8|4|2|40,42,6,0|4|4|-1|-1,-1,-3,-3,-1,-1|3|228|3|0|1
007344|box_n6_H12|b000408|1,5,6,7,8,10|7|8|10|6|13|8|16|-26|4|-4|0|36,40,16,8|16|4|44,42,6,0|20|8|2|-3,2,0,0,2,-3|4|20|10|6|1
007345|box_n6_H12|b000409|1,5,6,7,8,11|7|8|11|2|13|2|36|-34|0|-40|-6|36,44,16,8|0|0|48,52,6,0|-4|2|-1|-1,-4,-1,-1,-4,-1|2|79|3|1|1
007346|box_n6_H12|b000410|1,5,6,7,8,12|7|8|12|6|13|10|26|-10|4|6|2|40,42,14,8|20|4|56,52,6,0|28|10|3|-3,3,1,1,3,-3|6|30|20|14|1
007347|box_n6_H12|b000411|1,5,6,7,9,10|7|9|10|10|15|10|17|-18|8|-4|2|40,42,18,8|28|8|44,42,8,0|24|10|4|-4,4,0,0,4,-4|3|43|4|1|1
007348|box_n6_H12|b000412|1,5,6,7,9,11|7|9|11|6|15|6|19|-26|4|-36|-2|40,46,18,8|12|4|48,50,8,0|8|6|0|-1,0,-3,-3,0,-1|3|147|4|1|1
007349|box_n6_H12|b000413|1,5,6,7,9,12|7|9|12|8|15|14|20|-8|6|4|6|42,42,14,8|28|6|54,48,8,0|40|14|4|-2,4,1,1,4,-2|8|84|18|10|1
007350|box_n6_H12|b000414|1,5,6,7,10,11|7|10|11|8|16|8|18|-16|6|-32|0|44,48,18,8|20|6|48,48,8,0|16|8|0|-2,0,0,0,0,-2|4|157|4|0|1
007351|box_n6_H12|b000415|1,5,6,7,10,12|7|10|12|10|16|14|20|-8|8|-2|6|44,44,16,8|32|8|52,46,8,0|40|14|4|-4,3,4,4,3,-4|5|140|8|3|1
007352|box_n6_H12|b000416|1,5,6,7,11,12|7|11|12|4|18|6|20|-44|2|-14|-2|48,54,16,8|8|2|52,52,6,0|12|6|0|-2,0,-1,-1,0,-2|3|260|3|0|1
007353|box_n6_H12|b000417|1,5,6,8,9,10|7|9|10|12|9|12|10|-2|10|10|4|40,40,18,8|36|10|44,40,8,0|32|12|4|-4,4,2,2,4,-4|6|0|6|0|0
007354|box_n6_H12|b000418|1,5,6,8,9,11|7|9|11|10|9|10|11|-6|8|-24|2|40,42,18,8|28|8|48,48,10,0|20|10|3|-2,3,-2,-2,3,-2|6|0|6|0|0
007355|box_n6_H12|b000419|1,5,6,8,9,12|7|9|12|14|9|18|12|12|12|22|10|42,38,16,8|48|12|54,46,10,0|52|18|7|-3,7,2,2,7,-3|12|24|15|3|0
007356|box_n6_H12|b000420|1,5,6,8,10,11|7|10|11|10|10|10|11|-6|8|-20|2|44,48,20,8|24|8|48,46,8,0|24|10|1|-3,1,1,1,1,-3|6|0|6|0|0
007357|box_n6_H12|b000421|1,5,6,8,10,12|7|10|12|18|10|18|12|6|16|16|10|44,42,22,8|52|16|52,44,10,0|52|18|7|-6,7,4,4,7,-6|12|210|12|0|0
007358|box_n6_H12|b000422|1,5,6,8,11,12|7|11|12|12|11|14|12|-32|10|8|6|48,52,22,8|28|10|52,48,10,0|36|14|2|-1,2,-1,-1,2,-1|6|0|6|0|0
007359|box_n6_H12|b000423|1,5,6,9,10,11|7|10|11|12|10|12|11|-2|10|-16|4|44,46,20,8|32|10|48,46,10,0|28|12|1|-1,0,1,1,0,-1|6|0|6|0|0
007360|box_n6_H12|b000424|1,5,6,9,10,12|7|10|12|14|10|20|12|6|12|14|12|44,42,18,8|44|12|52,46,14,0|52|20|6|-5,6,3,3,6,-5|12|210|12|0|0
007361|box_n6_H12|b000425|1,5,6,9,11,12|7|11|12|10|11|14|12|-32|8|2|6|48,54,22,8|20|8|52,52,14,0|28|14|0|-2,-1,0,0,-1,-2|6|0|6|0|0
007362|box_n6_H12|b000426|1,5,6,10,11,12|7|11|12|12|11|12|12|-32|10|0|4|48,56,26,8|20|10|52,52,12,0|24|12|0|-2,-2,0,0,-2,-2|6|0|6|0|0
007363|box_n6_H12|b000427|1,5,7,8,9,10|7|9|10|8|20|8|12|-24|6|0|0|40,44,20,10|24|6|44,44,10,2|20|8|1|-3,1,0,0,1,-3|4|245|4|0|0
007364|box_n6_H12|b000428|1,5,7,8,9,11|7|9|11|6|20|10|13|-32|4|-20|2|40,48,22,10|12|4|48,50,14,2|20|10|-1|-1,-1,-3,-3,-1,-1|3|59|3|0|0
007365|box_n6_H12|b000429|1,5,7,8,9,12|7|9|12|8|20|8|26|-18|6|-12|0|42,46,20,10|24|6|54,54,10,2|20|8|3|-2,3,-3,-3,3,-2|6|126|12|6|1
007366|box_n6_H12|b000430|1,5,7,8,10,11|7|10|11|10|16|12|13|-12|8|-16|4|44,50,24,10|24|8|48,48,14,2|28|12|1|-3,1,-1,-1,1,-3|4|73|5|1|0
007367|box_n6_H12|b000431|1,5,7,8,10,12|7|10|12|10|16|12|27|-8|8|-14|4|44,48,22,10|28|8|52,50,12,2|32|12|1|-2,1,0,0,1,-2|6|207|6|0|1
007368|box_n6_H12|b000432|1,5,7,8,11,12|7|11|12|8|24|8|26|-36|6|-22|0|48,58,26,10|12|6|52,54,12,2|16|8|0|0,-1,-5,-5,-1,0|2|29|4|2|1
007369|box_n6_H12|b000433|1,5,7,9,10,11|7|10|11|10|17|12|13|-12|8|-16|4|44,48,20,8|24|8|48,48,12,0|24|12|0|-1,0,-1,-1,0,-1|4|157|4|0|0
007370|box_n6_H12|b000434|1,5,7,9,10,12|7|10|12|10|22|12|20|-12|8|-20|4|44,48,20,8|24|8|52,52,12,0|24|12|0|-1,0,-1,-1,0,-1|4|122|4|0|1
007371|box_n6_H12|b000435|1,5,7,9,11,12|7|11|12|8|24|8|20|-40|6|-32|0|48,60,26,8|4|6|52,58,14,0|4|8|-1|-1,-4,-4,-4,-4,-1|3|280|3|0|1
007372|box_n6_H12|b000436|1,5,7,10,11,12|7|11|12|8|18|8|20|-40|6|-30|0|48,62,28,8|0|6|52,58,14,0|4|8|-1|-1,-5,-4,-4,-5,-1|3|117|3|0|1
007373|box_n6_H12|b000437|1,5,8,9,10,11|7|10|11|12|10|16|11|-2|10|0|8|44,48,24,10|32|10|48,46,16,2|40|16|1|-2,1,0,0,1,-2|6|0|6|0|0
007374|box_n6_H12|b000438|1,5,8,9,10,12|7|10|12|14|10|16|12|2|12|-2|8|44,46,24,10|40|12|52,50,16,2|40|16|4|-3,4,-1,-1,4,-3|12|210|12|0|0
007375|box_n6_H12|b000439|1,5,8,9,11,12|7|11|12|16|11|14|12|-24|14|-10|6|48,58,34,10|28|14|52,54,18,2|28|14|0|0,-2,-4,-4,-2,0|6|0|6|0|0
007376|box_n6_H12|b000440|1,5,8,10,11,12|7|11|12|14|11|16|12|-24|12|-8|8|48,60,34,10|20|12|52,54,18,0|28|16|0|0,-3,-4,-4,-3,0|6|0|6|0|0
007377|box_n6_H12|b000441|1,5,9,10,11,12|7|11|12|12|11|12|12|-28|10|-18|4|48,62,36,12|16|10|52,58,20,2|16|12|-1|-1,-6,-3,-3,-6,-1|6|0|6|0|0
007378|box_n6_H12|b000442|1,6,7,8,9,10|7|9|10|4|29|4|25|-26|2|-26|-4|40,48,20,10|8|2|44,48,10,2|4|4|0|-5,0,-1,-1,0,-5|3|245|4|1|1
007379|box_n6_H12|b000443|1,6,7,8,9,11|7|9|11|6|13|6|15|-26|4|-28|-2|40,48,22,10|12|4|48,50,10,2|12|6|0|-2,0,-3,-3,0,-2|2|28|3|1|1
007380|box_n6_H12|b000444|1,6,7,8,9,12|7|9|12|10|12|16|16|-4|8|28|8|42,42,18,10|36|8|54,46,10,2|52|16|7|-4,7,1,1,7,-4|9|114|12|3|1
007381|box_n6_H12|b000445|1,6,7,8,10,11|7|10|11|6|15|4|17|-38|4|-32|-4|44,54,24,10|8|4|48,52,10,2|4|4|-2|-3,-2,-2,-2,-2,-3|3|355|3|0|1
007382|box_n6_H12|b000446|1,6,7,8,10,12|7|10|12|10|15|12|18|-26|8|14|4|44,48,22,10|28|8|52,48,10,2|36|12|3|-5,3,2,2,3,-5|8|30|10|2|1
007383|box_n6_H12|b000447|1,6,7,8,11,12|7|11|12|10|15|14|17|-28|8|14|6|48,50,20,10|32|8|52,48,12,2|40|14|4|-2,4,-1,-1,4,-2|3|70|4|1|1
007384|box_n6_H12|b000448|1,6,7,9,10,11|7|10|11|8|17|8|19|-34|6|-28|0|44,52,22,8|12|6|48,52,12,0|8|8|-1|-1,-3,-2,-2,-3,-1|4|157|4|0|1
007385|box_n6_H12|b000449|1,6,7,9,10,12|7|10|12|8|25|14|20|-26|6|8|6|44,48,18,8|20|6|52,50,12,0|32|14|2|-4,2,1,1,2,-4|5|106|6|1|1
007386|box_n6_H12|b000450|1,6,7,9,11,12|7|11|12|10|15|14|17|-28|8|4|6|48,52,20,8|24|8|52,52,14,0|28|14|1|-3,1,0,0,1,-3|4|224|4|0|1
007387|box_n6_H12|b000451|1,6,7,10,11,12|7|11|12|8|17|10|18|-36|6|-6|2|48,54,20,8|16|6|52,52,10,0|20|10|0|-3,0,0,0,0,-3|4|160|4|0|1
007388|box_n6_H12|b000452|1,6,8,9,10,11|7|10|11|10|10|10|11|-24|8|-16|2|44,52,26,10|20|8|48,50,14,2|20|10|-1|-2,-2,-1,-1,-2,-2|6|0|6|0|0
007389|box_n6_H12|b000453|1,6,8,9,10,12|7|10|12|12|10|14|12|-12|10|22|6|44,46,22,10|36|10|52,48,12,2|40|14|6|-6,6,1,1,6,-6|12|210|12|0|0
007390|box_n6_H12|b000454|1,6,8,9,11,12|7|11|12|14|11|18|12|-16|12|22|10|48,50,24,10|40|12|52,48,16,2|48|18|3|-2,3,0,0,3,-2|6|0|6|0|0
007391|box_n6_H12|b000455|1,6,8,10,11,12|7|11|12|12|11|14|12|-24|8|12|6|48,52,22,8|28|10|52,48,12,2|40|14|2|-2,2,0,0,2,-2|6|0|6|0|0
007392|box_n6_H12|b000456|1,6,9,10,11,12|7|11|12|10|11|12|12|-24|8|2|4|48,54,24,10|24|8|52,52,14,2|28|12|1|-3,-1,1,1,-1,-3|6|0|6|0|0
007393|box_n6_H12|b000457|1,7,8,9,10,11|7|10|11|4|22|8|13|-34|2|-20|0|44,54,24,12|8|2|48,52,16,4|16|8|-2|-2,-2,-3,-3,-2,-2|2|42|3|1|0
007394|box_n6_H12|b000458|1,7,8,9,10,12|7|10|12|8|13|8|15|-30|6|-8|0|44,52,26,12|20|6|52,54,14,4|20|8|0|-2,0,-3,-3,0,-2|5|135|6|1|1
007395|box_n6_H12|b000459|1,7,8,9,11,12|7|11|12|12|15|10|17|-28|10|-8|2|48,56,30,12|28|10|52,54,16,4|24|10|0|-1,0,-4,-4,0,-1|3|29|4|1|1
007396|box_n6_H12|b000460|1,7,8,10,11,12|7|11|12|8|17|10|18|-36|6|-14|2|48,58,26,10|12|6|52,54,14,2|20|10|-1|-1,-1,-4,-4,-1,-1|3|29|4|1|1
007397|box_n6_H12|b000461|1,7,9,10,11,12|7|11|12|8|27|6|20|-40|6|-28|-2|48,60,28,10|8|6|52,58,14,2|4|6|-2|-2,-4,-3,-3,-4,-2|3|4|4|1|1
007398|box_n6_H12|b000462|1,8,9,10,11,12|7|11|12|12|11|10|12|-24|10|-10|2|48,58,32,12|24|10|52,54,16,4|24|10|-1|-1,-2,-3,-3,-2,-1|6|0|6|0|0
007399|box_n6_H12|b000463|2,3,4,5,6,7|7|6|7|6|3|6|4|18|4|-14|-2|30,32,14,8|20|4|30,30,6,0|12|6|2|-3,0,2,2,0,-3|3|87|4|1|1
007400|box_n6_H12|b000464|2,3,4,5,6,8|7|6|8|10|3|12|4|20|8|28|4|28,26,14,8|36|8|36,26,2,0|44|12|5|-1,2,5,5,2,-1|12|84|12|0|0
007401|box_n6_H12|b000465|2,3,4,5,6,9|7|6|9|10|3|12|5|26|8|20|4|30,28,14,8|36|8|42,36,8,2|40|12|4|0,0,4,4,0,0|12|42|18|6|0
