n,H,tuple_index,tuple,pivot_index,pivot_speed,m,b,R_size,union_size,G,min_J,margin,construction_count,best_index,memo_min_J,uniform_energy_num,uniform_energy_den,uniform_energy_strict,star_min_J,star_margin
6,10,130,"(2,3,4,5,7,8)",5,8,5,4,48,42,6,42,6,20,5,42,6,5,1,42,6
6,10,131,"(2,3,4,5,7,9)",0,2,5,4,12,10,2,10,2,20,0,10,1,5,1,10,2
6,10,131,"(2,3,4,5,7,9)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,131,"(2,3,4,5,7,9)",2,4,5,4,24,22,2,22,2,20,0,22,3,5,1,22,2
6,10,131,"(2,3,4,5,7,9)",3,5,5,4,30,26,4,26,4,20,0,26,4,5,1,26,4
6,10,131,"(2,3,4,5,7,9)",4,7,5,4,42,38,4,38,4,20,0,38,6,5,1,38,4
6,10,131,"(2,3,4,5,7,9)",5,9,5,4,54,50,4,50,4,20,3,50,1,1,1,50,4
6,10,132,"(2,3,4,5,7,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,132,"(2,3,4,5,7,10)",1,3,5,4,18,18,0,18,0,20,0,18,2,5,0,18,0
6,10,132,"(2,3,4,5,7,10)",2,4,5,4,24,22,2,22,2,20,0,22,2,5,1,22,2
6,10,132,"(2,3,4,5,7,10)",3,5,5,4,30,24,6,24,6,20,0,24,1,5,1,24,6
6,10,132,"(2,3,4,5,7,10)",4,7,5,4,42,36,6,36,6,20,1,36,7,5,1,36,6
6,10,132,"(2,3,4,5,7,10)",5,10,5,4,60,52,8,52,8,20,2,52,6,5,1,52,8
6,10,133,"(2,3,4,5,8,9)",0,2,5,4,12,4,8,4,8,20,0,4,1,5,1,4,8
6,10,133,"(2,3,4,5,8,9)",1,3,5,4,18,10,8,10,8,20,0,10,3,5,1,10,8
6,10,133,"(2,3,4,5,8,9)",2,4,5,4,24,16,8,16,8,20,0,16,3,5,1,16,8
6,10,133,"(2,3,4,5,8,9)",3,5,5,4,30,20,10,20,10,20,7,20,6,5,1,20,10
6,10,133,"(2,3,4,5,8,9)",4,8,5,4,48,36,12,36,12,20,5,36,7,5,1,36,12
6,10,133,"(2,3,4,5,8,9)",5,9,5,4,54,42,12,42,12,20,3,42,1,1,1,42,12
6,10,134,"(2,3,4,5,8,10)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,134,"(2,3,4,5,8,10)",1,3,5,4,18,12,6,12,6,20,0,12,4,5,1,12,6
6,10,134,"(2,3,4,5,8,10)",2,4,5,4,24,16,8,16,8,20,0,16,2,5,1,16,8
6,10,134,"(2,3,4,5,8,10)",3,5,5,4,30,20,10,20,10,20,0,20,2,5,1,20,10
6,10,134,"(2,3,4,5,8,10)",4,8,5,4,48,38,10,38,10,20,1,38,6,5,1,38,10
6,10,134,"(2,3,4,5,8,10)",5,10,5,4,60,46,14,46,14,20,3,46,6,5,1,46,14
6,10,135,"(2,3,4,5,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,1,5,1,4,8
6,10,135,"(2,3,4,5,9,10)",1,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,135,"(2,3,4,5,9,10)",2,4,5,4,24,16,8,16,8,20,2,16,1,1,1,16,8
6,10,135,"(2,3,4,5,9,10)",3,5,5,4,30,20,10,20,10,20,0,20,4,5,1,20,10
6,10,135,"(2,3,4,5,9,10)",4,9,5,4,54,42,12,42,12,20,1,42,6,5,1,42,12
6,10,135,"(2,3,4,5,9,10)",5,10,5,4,60,44,16,44,16,20,5,44,9,5,1,44,16
6,10,136,"(2,3,4,6,7,8)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,136,"(2,3,4,6,7,8)",1,3,5,4,18,14,4,14,4,20,0,14,2,5,1,14,4
6,10,136,"(2,3,4,6,7,8)",2,4,5,4,24,16,8,16,8,20,0,16,2,5,1,16,8
6,10,136,"(2,3,4,6,7,8)",3,6,5,4,36,26,10,26,10,20,0,26,3,5,1,26,10
6,10,136,"(2,3,4,6,7,8)",4,7,5,4,42,34,8,34,8,20,0,34,7,5,1,34,8
6,10,136,"(2,3,4,6,7,8)",5,8,5,4,48,36,12,36,12,20,5,36,7,5,1,36,12
6,10,137,"(2,3,4,6,7,9)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,137,"(2,3,4,6,7,9)",1,3,5,4,18,12,6,12,6,20,0,12,1,5,1,12,6
6,10,137,"(2,3,4,6,7,9)",2,4,5,4,24,20,4,20,4,20,0,20,1,5,1,20,4
6,10,137,"(2,3,4,6,7,9)",3,6,5,4,36,26,10,26,10,20,0,26,2,5,1,26,10
6,10,137,"(2,3,4,6,7,9)",4,7,5,4,42,34,8,34,8,20,0,34,4,5,1,34,8
6,10,137,"(2,3,4,6,7,9)",5,9,5,4,54,42,12,42,12,20,3,42,6,5,1,42,12
6,10,138,"(2,3,4,6,7,10)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,138,"(2,3,4,6,7,10)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,138,"(2,3,4,6,7,10)",2,4,5,4,24,20,4,20,4,20,0,20,2,5,1,20,4
6,10,138,"(2,3,4,6,7,10)",3,6,5,4,36,28,8,28,8,20,0,28,2,5,1,28,8
6,10,138,"(2,3,4,6,7,10)",4,7,5,4,42,38,4,38,4,20,0,38,1,1,1,38,4
6,10,138,"(2,3,4,6,7,10)",5,10,5,4,60,50,10,50,10,20,2,50,8,5,1,50,10
6,10,139,"(2,3,4,6,8,9)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,139,"(2,3,4,6,8,9)",1,3,5,4,18,8,10,8,10,20,0,8,2,5,1,8,10
6,10,139,"(2,3,4,6,8,9)",2,4,5,4,24,14,10,14,10,20,0,14,1,5,1,14,10
6,10,139,"(2,3,4,6,8,9)",3,6,5,4,36,22,14,22,14,20,1,22,1,1,1,22,14
6,10,139,"(2,3,4,6,8,9)",4,8,5,4,48,32,16,32,16,20,0,32,3,5,1,32,16
6,10,139,"(2,3,4,6,8,9)",5,9,5,4,54,36,18,36,18,20,0,36,6,5,1,36,18
6,10,140,"(2,3,4,6,8,10)",0,2,5,4,12,2,10,2,10,20,0,2,0,1,1,2,10
6,10,140,"(2,3,4,6,8,10)",1,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,140,"(2,3,4,6,8,10)",2,4,5,4,24,14,10,14,10,20,0,14,2,5,1,14,10
6,10,140,"(2,3,4,6,8,10)",3,6,5,4,36,26,10,26,10,20,0,26,4,5,1,26,10
6,10,140,"(2,3,4,6,8,10)",4,8,5,4,48,38,10,38,10,20,0,38,4,5,1,38,10
6,10,140,"(2,3,4,6,8,10)",5,10,5,4,60,46,14,46,14,20,0,46,8,5,1,46,14
6,10,141,"(2,3,4,6,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,141,"(2,3,4,6,9,10)",1,3,5,4,18,10,8,10,8,20,0,10,1,5,1,10,8
6,10,141,"(2,3,4,6,9,10)",2,4,5,4,24,16,8,16,8,20,1,16,2,5,1,16,8
6,10,141,"(2,3,4,6,9,10)",3,6,5,4,36,26,10,26,10,20,0,26,3,5,1,26,10
6,10,141,"(2,3,4,6,9,10)",4,9,5,4,54,42,12,42,12,20,0,42,4,5,1,42,12
6,10,141,"(2,3,4,6,9,10)",5,10,5,4,60,44,16,44,16,20,0,44,6,5,1,44,16
6,10,142,"(2,3,4,7,8,9)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,142,"(2,3,4,7,8,9)",1,3,5,4,18,14,4,14,4,20,0,14,2,5,1,14,4
6,10,142,"(2,3,4,7,8,9)",2,4,5,4,24,18,6,18,6,20,0,18,2,5,1,18,6
6,10,142,"(2,3,4,7,8,9)",3,7,5,4,42,32,10,32,10,20,7,32,2,1,1,32,10
6,10,142,"(2,3,4,7,8,9)",4,8,5,4,48,38,10,38,10,20,0,38,7,5,1,38,10
6,10,142,"(2,3,4,7,8,9)",5,9,5,4,54,42,12,42,12,20,3,42,7,5,1,42,12
6,10,143,"(2,3,4,7,8,10)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,143,"(2,3,4,7,8,10)",1,3,5,4,18,18,0,18,0,20,0,18,2,5,0,18,0
6,10,143,"(2,3,4,7,8,10)",2,4,5,4,24,18,6,18,6,20,0,18,1,5,1,18,6
6,10,143,"(2,3,4,7,8,10)",3,7,5,4,42,36,6,36,6,20,1,36,7,5,1,36,6
6,10,143,"(2,3,4,7,8,10)",4,8,5,4,48,42,6,42,6,20,1,42,1,1,1,42,6
6,10,143,"(2,3,4,7,8,10)",5,10,5,4,60,50,10,50,10,20,3,50,8,5,1,50,10
6,10,144,"(2,3,4,7,9,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,144,"(2,3,4,7,9,10)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,144,"(2,3,4,7,9,10)",2,4,5,4,24,20,4,20,4,20,1,20,3,5,1,20,4
6,10,144,"(2,3,4,7,9,10)",3,7,5,4,42,36,6,36,6,20,1,36,8,5,1,36,6
6,10,144,"(2,3,4,7,9,10)",4,9,5,4,54,48,6,48,6,20,1,48,3,5,1,48,6
6,10,144,"(2,3,4,7,9,10)",5,10,5,4,60,50,10,50,10,20,0,50,8,5,1,50,10
6,10,145,"(2,3,4,8,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,145,"(2,3,4,8,9,10)",1,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,145,"(2,3,4,8,9,10)",2,4,5,4,24,14,10,14,10,20,1,14,3,5,1,14,10
6,10,145,"(2,3,4,8,9,10)",3,8,5,4,48,36,12,36,12,20,1,36,8,5,1,36,12
6,10,145,"(2,3,4,8,9,10)",4,9,5,4,54,42,12,42,12,20,0,42,1,1,1,42,12
6,10,145,"(2,3,4,8,9,10)",5,10,5,4,60,42,18,42,18,20,7,42,11,5,1,42,18
6,10,146,"(2,3,5,6,7,8)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,146,"(2,3,5,6,7,8)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,146,"(2,3,5,6,7,8)",2,5,5,4,30,26,4,26,4,20,0,26,4,5,1,26,4
6,10,146,"(2,3,5,6,7,8)",3,6,5,4,36,32,4,32,4,20,0,32,1,5,1,32,4
6,10,146,"(2,3,5,6,7,8)",4,7,5,4,42,38,4,38,4,20,0,38,6,5,1,38,4
6,10,146,"(2,3,5,6,7,8)",5,8,5,4,48,40,8,40,8,20,10,40,9,5,1,40,8
6,10,147,"(2,3,5,6,7,9)",0,2,5,4,12,10,2,10,2,20,0,10,1,5,1,10,2
6,10,147,"(2,3,5,6,7,9)",1,3,5,4,18,14,4,14,4,20,0,14,0,1,1,14,4
6,10,147,"(2,3,5,6,7,9)",2,5,5,4,30,26,4,26,4,20,0,26,4,5,1,26,4
6,10,147,"(2,3,5,6,7,9)",3,6,5,4,36,28,8,28,8,20,0,28,2,5,1,28,8
6,10,147,"(2,3,5,6,7,9)",4,7,5,4,42,36,6,36,6,20,0,36,1,1,1,36,6
6,10,147,"(2,3,5,6,7,9)",5,9,5,4,54,46,8,46,8,20,3,46,8,5,1,46,8
6,10,148,"(2,3,5,6,7,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,148,"(2,3,5,6,7,10)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,148,"(2,3,5,6,7,10)",2,5,5,4,30,22,8,22,8,20,0,22,4,5,1,22,8
6,10,148,"(2,3,5,6,7,10)",3,6,5,4,36,28,8,28,8,20,0,28,3,5,1,28,8
6,10,148,"(2,3,5,6,7,10)",4,7,5,4,42,34,8,34,8,20,0,34,8,5,1,34,8
6,10,148,"(2,3,5,6,7,10)",5,10,5,4,60,48,12,48,12,20,2,48,2,1,1,48,12
6,10,149,"(2,3,5,6,8,9)",0,2,5,4,12,4,8,4,8,20,0,4,1,5,1,4,8
6,10,149,"(2,3,5,6,8,9)",1,3,5,4,18,10,8,10,8,20,0,10,1,5,1,10,8
6,10,149,"(2,3,5,6,8,9)",2,5,5,4,30,22,8,22,8,20,1,22,1,1,1,22,8
6,10,149,"(2,3,5,6,8,9)",3,6,5,4,36,26,10,26,10,20,2,26,4,5,1,26,10
6,10,149,"(2,3,5,6,8,9)",4,8,5,4,48,36,12,36,12,20,0,36,1,1,1,36,12
6,10,149,"(2,3,5,6,8,9)",5,9,5,4,54,42,12,42,12,20,0,42,6,5,1,42,12
6,10,150,"(2,3,5,6,8,10)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,150,"(2,3,5,6,8,10)",1,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,150,"(2,3,5,6,8,10)",2,5,5,4,30,20,10,20,10,20,0,20,4,5,1,20,10
6,10,150,"(2,3,5,6,8,10)",3,6,5,4,36,28,8,28,8,20,0,28,4,5,1,28,8
6,10,150,"(2,3,5,6,8,10)",4,8,5,4,48,36,12,36,12,20,0,36,9,5,1,36,12
6,10,150,"(2,3,5,6,8,10)",5,10,5,4,60,46,14,46,14,20,0,46,8,5,1,46,14
6,10,151,"(2,3,5,6,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,1,5,1,4,8
6,10,151,"(2,3,5,6,9,10)",1,3,5,4,18,10,8,10,8,20,0,10,1,5,1,10,8
6,10,151,"(2,3,5,6,9,10)",2,5,5,4,30,20,10,20,10,20,0,20,4,5,1,20,10
6,10,151,"(2,3,5,6,9,10)",3,6,5,4,36,24,12,24,12,20,0,24,1,1,1,24,12
6,10,151,"(2,3,5,6,9,10)",4,9,5,4,54,38,16,38,16,20,0,38,9,5,1,38,16
6,10,151,"(2,3,5,6,9,10)",5,10,5,4,60,42,18,42,18,20,0,42,8,5,1,42,18
6,10,152,"(2,3,5,7,8,9)",0,2,5,4,12,10,2,10,2,20,0,10,1,5,1,10,2
6,10,152,"(2,3,5,7,8,9)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,152,"(2,3,5,7,8,9)",2,5,5,4,30,26,4,26,4,20,1,26,6,5,1,26,4
6,10,152,"(2,3,5,7,8,9)",3,7,5,4,42,38,4,38,4,20,10,38,9,5,1,38,4
6,10,152,"(2,3,5,7,8,9)",4,8,5,4,48,44,4,44,4,20,0,44,6,5,1,44,4
6,10,152,"(2,3,5,7,8,9)",5,9,5,4,54,50,4,50,4,20,7,50,7,5,1,50,4
6,10,153,"(2,3,5,7,8,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,153,"(2,3,5,7,8,10)",1,3,5,4,18,18,0,18,0,20,0,18,2,5,0,18,0
6,10,153,"(2,3,5,7,8,10)",2,5,5,4,30,24,6,24,6,20,0,24,3,5,1,24,6
6,10,153,"(2,3,5,7,8,10)",3,7,5,4,42,38,4,38,4,20,0,38,1,1,1,38,4
6,10,153,"(2,3,5,7,8,10)",4,8,5,4,48,44,4,44,4,20,0,44,4,5,1,44,4
6,10,153,"(2,3,5,7,8,10)",5,10,5,4,60,52,8,52,8,20,6,52,8,5,1,52,8
6,10,154,"(2,3,5,7,9,10)",0,2,5,4,12,10,2,10,2,20,0,10,1,5,1,10,2
6,10,154,"(2,3,5,7,9,10)",1,3,5,4,18,16,2,16,2,20,0,16,1,5,1,16,2
6,10,154,"(2,3,5,7,9,10)",2,5,5,4,30,24,6,24,6,20,0,24,3,5,1,24,6
6,10,154,"(2,3,5,7,9,10)",3,7,5,4,42,34,8,34,8,20,10,34,11,5,1,34,8
6,10,154,"(2,3,5,7,9,10)",4,9,5,4,54,48,6,48,6,20,0,48,1,1,1,48,6
6,10,154,"(2,3,5,7,9,10)",5,10,5,4,60,50,10,50,10,20,0,50,7,5,1,50,10
6,10,155,"(2,3,5,8,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,1,5,1,4,8
6,10,155,"(2,3,5,8,9,10)",1,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,155,"(2,3,5,8,9,10)",2,5,5,4,30,20,10,20,10,20,0,20,6,5,1,20,10
6,10,155,"(2,3,5,8,9,10)",3,8,5,4,48,36,12,36,12,20,3,36,2,1,1,36,12
6,10,155,"(2,3,5,8,9,10)",4,9,5,4,54,42,12,42,12,20,0,42,8,5,1,42,12
6,10,155,"(2,3,5,8,9,10)",5,10,5,4,60,44,16,44,16,20,10,44,11,5,1,44,16
6,10,156,"(2,3,6,7,8,9)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,156,"(2,3,6,7,8,9)",1,3,5,4,18,14,4,14,4,20,0,14,0,1,1,14,4
6,10,156,"(2,3,6,7,8,9)",2,6,5,4,36,28,8,28,8,20,1,28,3,5,1,28,8
6,10,156,"(2,3,6,7,8,9)",3,7,5,4,42,36,6,36,6,20,1,36,4,5,1,36,6
6,10,156,"(2,3,6,7,8,9)",4,8,5,4,48,40,8,40,8,20,0,40,4,5,1,40,8
6,10,156,"(2,3,6,7,8,9)",5,9,5,4,54,44,10,44,10,20,1,44,7,5,1,44,10
6,10,157,"(2,3,6,7,8,10)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,157,"(2,3,6,7,8,10)",1,3,5,4,18,18,0,18,0,20,0,18,0,1,0,18,0
6,10,157,"(2,3,6,7,8,10)",2,6,5,4,36,32,4,32,4,20,0,32,2,5,1,32,4
6,10,157,"(2,3,6,7,8,10)",3,7,5,4,42,38,4,38,4,20,1,38,6,5,1,38,4
6,10,157,"(2,3,6,7,8,10)",4,8,5,4,48,42,6,42,6,20,1,42,7,5,1,42,6
6,10,157,"(2,3,6,7,8,10)",5,10,5,4,60,52,8,52,8,20,1,52,9,5,1,52,8
6,10,158,"(2,3,6,7,9,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,158,"(2,3,6,7,9,10)",1,3,5,4,18,14,4,14,4,20,0,14,0,1,1,14,4
6,10,158,"(2,3,6,7,9,10)",2,6,5,4,36,28,8,28,8,20,0,28,3,5,1,28,8
6,10,158,"(2,3,6,7,9,10)",3,7,5,4,42,36,6,36,6,20,1,36,4,5,1,36,6
6,10,158,"(2,3,6,7,9,10)",4,9,5,4,54,46,8,46,8,20,1,46,1,1,1,46,8
6,10,158,"(2,3,6,7,9,10)",5,10,5,4,60,50,10,50,10,20,0,50,6,5,1,50,10
6,10,159,"(2,3,6,8,9,10)",0,2,5,4,12,4,8,4,8,20,0,4,0,1,1,4,8
6,10,159,"(2,3,6,8,9,10)",1,3,5,4,18,12,6,12,6,20,0,12,0,1,1,12,6
6,10,159,"(2,3,6,8,9,10)",2,6,5,4,36,28,8,28,8,20,0,28,4,5,1,28,8
6,10,159,"(2,3,6,8,9,10)",3,8,5,4,48,38,10,38,10,20,1,38,1,1,1,38,10
6,10,159,"(2,3,6,8,9,10)",4,9,5,4,54,44,10,44,10,20,0,44,1,1,1,44,10
6,10,159,"(2,3,6,8,9,10)",5,10,5,4,60,46,14,46,14,20,1,46,7,5,1,46,14
6,10,160,"(2,3,7,8,9,10)",0,2,5,4,12,10,2,10,2,20,0,10,0,1,1,10,2
6,10,160,"(2,3,7,8,9,10)",1,3,5,4,18,18,0,18,0,20,0,18,0,1,0,18,0
6,10,160,"(2,3,7,8,9,10)",2,7,5,4,42,36,6,36,6,20,3,36,2,1,1,36,6
6,10,160,"(2,3,7,8,9,10)",3,8,5,4,48,44,4,44,4,20,2,44,1,1,1,44,4
6,10,160,"(2,3,7,8,9,10)",4,9,5,4,54,50,4,50,4,20,0,50,4,5,1,50,4
6,10,160,"(2,3,7,8,9,10)",5,10,5,4,60,52,8,52,8,20,1,52,9,5,1,52,8
6,10,161,"(2,4,5,6,7,8)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,161,"(2,4,5,6,7,8)",1,4,5,4,24,18,6,18,6,20,0,18,1,5,1,18,6
6,10,161,"(2,4,5,6,7,8)",2,5,5,4,30,28,2,28,2,20,0,28,2,5,1,28,2
6,10,161,"(2,4,5,6,7,8)",3,6,5,4,36,28,8,28,8,20,0,28,4,5,1,28,8
6,10,161,"(2,4,5,6,7,8)",4,7,5,4,42,36,6,36,6,20,0,36,6,5,1,36,6
6,10,161,"(2,4,5,6,7,8)",5,8,5,4,48,40,8,40,8,20,6,40,1,1,1,40,8
6,10,162,"(2,4,5,6,7,9)",0,2,5,4,12,8,4,8,4,20,0,8,1,5,1,8,4
6,10,162,"(2,4,5,6,7,9)",1,4,5,4,24,20,4,20,4,20,0,20,3,5,1,20,4
6,10,162,"(2,4,5,6,7,9)",2,5,5,4,30,26,4,26,4,20,0,26,4,5,1,26,4
6,10,162,"(2,4,5,6,7,9)",3,6,5,4,36,28,8,28,8,20,0,28,3,5,1,28,8
6,10,162,"(2,4,5,6,7,9)",4,7,5,4,42,36,6,36,6,20,1,36,1,1,1,36,6
6,10,162,"(2,4,5,6,7,9)",5,9,5,4,54,48,6,48,6,20,3,48,6,5,1,48,6
6,10,163,"(2,4,5,6,7,10)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,163,"(2,4,5,6,7,10)",1,4,5,4,24,20,4,20,4,20,0,20,2,5,1,20,4
6,10,163,"(2,4,5,6,7,10)",2,5,5,4,30,24,6,24,6,20,0,24,1,5,1,24,6
6,10,163,"(2,4,5,6,7,10)",3,6,5,4,36,30,6,30,6,20,0,30,3,5,1,30,6
6,10,163,"(2,4,5,6,7,10)",4,7,5,4,42,36,6,36,6,20,0,36,6,5,1,36,6
6,10,163,"(2,4,5,6,7,10)",5,10,5,4,60,50,10,50,10,20,6,50,7,5,1,50,10
6,10,164,"(2,4,5,6,8,9)",0,2,5,4,12,2,10,2,10,20,0,2,1,5,1,2,10
6,10,164,"(2,4,5,6,8,9)",1,4,5,4,24,14,10,14,10,20,0,14,3,5,1,14,10
6,10,164,"(2,4,5,6,8,9)",2,5,5,4,30,22,8,22,8,20,5,22,6,5,1,22,8
6,10,164,"(2,4,5,6,8,9)",3,6,5,4,36,22,14,22,14,20,2,22,7,5,1,22,14
6,10,164,"(2,4,5,6,8,9)",4,8,5,4,48,34,14,34,14,20,6,34,6,5,1,34,14
6,10,164,"(2,4,5,6,8,9)",5,9,5,4,54,42,12,42,12,20,0,42,6,5,1,42,12
6,10,165,"(2,4,5,6,8,10)",0,2,5,4,12,2,10,2,10,20,0,2,0,1,1,2,10
6,10,165,"(2,4,5,6,8,10)",1,4,5,4,24,14,10,14,10,20,0,14,2,5,1,14,10
6,10,165,"(2,4,5,6,8,10)",2,5,5,4,30,22,8,22,8,20,0,22,2,5,1,22,8
6,10,165,"(2,4,5,6,8,10)",3,6,5,4,36,26,10,26,10,20,0,26,6,5,1,26,10
6,10,165,"(2,4,5,6,8,10)",4,8,5,4,48,38,10,38,10,20,0,38,4,5,1,38,10
6,10,165,"(2,4,5,6,8,10)",5,10,5,4,60,48,12,48,12,20,0,48,6,5,1,48,12
6,10,166,"(2,4,5,6,9,10)",0,2,5,4,12,2,10,2,10,20,0,2,1,5,1,2,10
6,10,166,"(2,4,5,6,9,10)",1,4,5,4,24,14,10,14,10,20,1,14,1,1,1,14,10
6,10,166,"(2,4,5,6,9,10)",2,5,5,4,30,20,10,20,10,20,0,20,4,5,1,20,10
6,10,166,"(2,4,5,6,9,10)",3,6,5,4,36,26,10,26,10,20,0,26,1,1,1,26,10
6,10,166,"(2,4,5,6,9,10)",4,9,5,4,54,42,12,42,12,20,0,42,7,5,1,42,12
6,10,166,"(2,4,5,6,9,10)",5,10,5,4,60,44,16,44,16,20,6,44,9,5,1,44,16
6,10,167,"(2,4,5,7,8,9)",0,2,5,4,12,8,4,8,4,20,0,8,1,5,1,8,4
6,10,167,"(2,4,5,7,8,9)",1,4,5,4,24,20,4,20,4,20,0,20,1,5,1,20,4
6,10,167,"(2,4,5,7,8,9)",2,5,5,4,30,24,6,24,6,20,1,24,1,1,1,24,6
6,10,167,"(2,4,5,7,8,9)",3,7,5,4,42,36,6,36,6,20,1,36,6,5,1,36,6
6,10,167,"(2,4,5,7,8,9)",4,8,5,4,48,42,6,42,6,20,0,42,1,1,1,42,6
6,10,167,"(2,4,5,7,8,9)",5,9,5,4,54,46,8,46,8,20,3,46,8,5,1,46,8
6,10,168,"(2,4,5,7,8,10)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,168,"(2,4,5,7,8,10)",1,4,5,4,24,18,6,18,6,20,0,18,1,5,1,18,6
6,10,168,"(2,4,5,7,8,10)",2,5,5,4,30,22,8,22,8,20,0,22,2,5,1,22,8
6,10,168,"(2,4,5,7,8,10)",3,7,5,4,42,34,8,34,8,20,0,34,6,5,1,34,8
6,10,168,"(2,4,5,7,8,10)",4,8,5,4,48,40,8,40,8,20,2,40,6,5,1,40,8
6,10,168,"(2,4,5,7,8,10)",5,10,5,4,60,46,14,46,14,20,3,46,9,5,1,46,14
6,10,169,"(2,4,5,7,9,10)",0,2,5,4,12,8,4,8,4,20,0,8,1,5,1,8,4
6,10,169,"(2,4,5,7,9,10)",1,4,5,4,24,20,4,20,4,20,1,20,3,5,1,20,4
6,10,169,"(2,4,5,7,9,10)",2,5,5,4,30,22,8,22,8,20,0,22,4,5,1,22,8
6,10,169,"(2,4,5,7,9,10)",3,7,5,4,42,36,6,36,6,20,2,36,6,5,1,36,6
6,10,169,"(2,4,5,7,9,10)",4,9,5,4,54,46,8,46,8,20,2,46,7,5,1,46,8
6,10,169,"(2,4,5,7,9,10)",5,10,5,4,60,48,12,48,12,20,0,48,8,5,1,48,12
6,10,170,"(2,4,5,8,9,10)",0,2,5,4,12,2,10,2,10,20,0,2,1,5,1,2,10
6,10,170,"(2,4,5,8,9,10)",1,4,5,4,24,14,10,14,10,20,1,14,3,5,1,14,10
6,10,170,"(2,4,5,8,9,10)",2,5,5,4,30,18,12,18,12,20,0,18,1,1,1,18,12
6,10,170,"(2,4,5,8,9,10)",3,8,5,4,48,36,12,36,12,20,2,36,8,5,1,36,12
6,10,170,"(2,4,5,8,9,10)",4,9,5,4,54,40,14,40,14,20,0,40,9,5,1,40,14
6,10,170,"(2,4,5,8,9,10)",5,10,5,4,60,42,18,42,18,20,7,42,2,1,1,42,18
6,10,171,"(2,4,6,7,8,9)",0,2,5,4,12,8,4,8,4,20,0,8,0,1,1,8,4
6,10,171,"(2,4,6,7,8,9)",1,4,5,4,24,18,6,18,6,20,0,18,1,5,1,18,6
6,10,171,"(2,4,6,7,8,9)",2,6,5,4,36,24,12,24,12,20,1,24,6,5,1,24,12
6,10,171,"(2,4,6,7,8,9)",3,7,5,4,42,34,8,34,8,20,5,34,8,5,1,34,8
6,10,171,"(2,4,6,7,8,9)",4,8,5,4,48,38,10,38,10,20,0,38,1,1,1,38,10
6,10,171,"(2,4,6,7,8,9)",5,9,5,4,54,44,10,44,10,20,1,44,7,5,1,44,10
6,10,172,"(2,4,6,7,8,10)",0,2,5,4,12,6,6,6,6,20,0,6,0,1,1,6,6
6,10,172,"(2,4,6,7,8,10)",1,4,5,4,24,18,6,18,6,20,0,18,0,1,1,18,6
6,10,172,"(2,4,6,7,8,10)",2,6,5,4,36,30,6,30,6,20,0,30,4,5,1,30,6
6,10,172,"(2,4,6,7,8,10)",3,7,5,4,42,40,2,40,2,20,1,40,4,5,1,40,2
6,10,172,"(2,4,6,7,8,10)",4,8,5,4,48,42,6,42,6,20,1,42,1,1,1,42,6
